term	year	subject	label	number	description	prereq	hours	geneds
Fall	2023	NPRE	Plasma Laboratory	423	Experiments relating to plasma engineering and fusion energy. Topics in ultra-high vacuum technology rf and dc electric plasma probes, measurements of dc and pulsed magnetic fields, dynamics of a theta pinch, and laser interferometry to measure plasma density. 2 undergraduate hours. 2 graduate hours. 	NPRE 421 and NPRE 451.	2 hours	
Fall	2023	NPRE	Nuclear Engrg Materials Lab	432	Experiments relating to materials applications in nuclear engineering and energy systems. Examination of topics in room and elevated temperature mechanical properties of structural materials, corrosion, physical properties, radiation damage and effects, and materials selection in design. 2 undergraduate hours. 2 graduate hours. 	Credit or concurrent registration in NPRE 330.	2 hours	
Fall	2023	NPRE	Radiological Imaging	435	Physical, mathematical and experimental foundations of radiological imaging techniques, such as typical sources of ionizing radiation, the interactions of radiation with matter, image formation techniques, linear systems theory applied to radiological imaging, and the techniques for tomographic image reconstruction. Includes diagnostic radiological imaging modalities, such as X-ray computed tomography (CT), single photon computed emission tomography (SPECT), positron emission tomography (PET), as well as modern X-ray imaging techniques, such as phase contrast imaging and diffraction-enhanced X-ray imaging. Provides a solid foundation for understanding of modern radiological imaging techniques, and in-depth discussions on the strengths and limitations of various modalities in application to medical, physical, security and environmental imaging. 3 undergraduate hours. 3 graduate hours. 	NPRE 445.	3 hours	
Fall	2023	NPRE	Interaction of Radiation with Matter	445	The classical and quantum theories of the interaction of radiation with matter are the core components of nuclear science and engineering. In this course, we provide a quantitative introduction to introductory quantum mechanics, fundamentals of atomic and nuclear physics, and interaction of radiation (charged particles, photons, and neutrons) with matter. 4 undergraduate hours. 4 graduate hours. 	NPRE 200, MATH 285, PHYS 212.	4 hours	
Fall	2023	NPRE	Nuclear Syst Engrg & Design	448	Engineering principles underling nuclear systems designed with emphasis on nuclear power reactors. Materials for nuclear systems. Energy generation and removal in single- and two-phase flows. Reactor and component control systems and nuclear fuel reloading patterns. 4 undergraduate hours. 4 graduate hours. 	MATH 285, ME 200, and NPRE 455.	4 hours	
Fall	2023	NPRE	Nuclear Systems Engineering and Design	449	Engineering principles underlying nuclear power plant components and systems will be covered. Specifically, focus in this course will be on energy generation, heat conduction, single- and two-phase flows, and on energy removal in single- and two-phase flows. Equal emphasis will be placed on component and system level treatment, as well as on both the underlying theory and its applications to practical design and maintenance problems encountered in the field of nuclear engineering. 3 undergraduate hours. 3 graduate hours. 	NPRE 349, NPRE 455.	3 hours	
Fall	2023	NPRE	NPRE Laboratory	451	Radiation detection and instrumentation; radiation dosimetry and shielding; basic measurements in nuclear engineering; engineering applications; micro computer data acquisition and experimental control. 3 undergraduate hours. 3 graduate hours. 	NPRE 445.	3 hours	
Fall	2023	NPRE	Advanced Radiological Science Lab	452	Advanced laboratory course on current radiation detection methods that exploit modern physics concepts and are applied in radiological science research. 2 undergraduate hours. 4 graduate hours. 	NPRE 451.	0 TO 4 hours	
Fall	2023	NPRE	Probabilistic Risk Assessment	461	Multidisciplinary theories and techniques of risk, safety, and reliability of complex systems and state-of-the-art Probabilistic Risk Assessment (PRA), which provides input for risk-informed decision-making for design, operation, and regulatory oversight in diverse high-consequence industries such as nuclear power, aviation, space, chemical processes, oil and gas, and healthcare. Topics include: Systematic Risk Scenario Modeling, Consequence Analysis, Bayesian Updating, Bayesian Belief Network, Binary Decision Diagram, Uncertainty Propagation, Hardware Reliability, Human Error Modeling, Failure Causal Modeling, Maintenance and Repair Modeling, Risk Importance Ranking, and Data Analytics. PRA and Reliability Engineering software codes will be utilized for assignments. 3 undergraduate hours. 4 graduate hours. 	Junior, Senior or Graduate Standing in any Engineering Department.	3 OR 4 hours	
Fall	2023	NPRE	Writing on Technol & Security	481	Development of writing skills in standard computer, desktop publishing, and electronic publishing formats. On themes such as, global and regional security environments, arms control, nuclear energy, and climate change. For graduate credit, writing projects include documentation of computational work using software appropriate for typesetting of mathematical formulas. Same as GLBL 481. 3 undergraduate hours. 3 or 4 graduate hours. 4 graduate hours with consent of instructor.		3 OR 4 hours	Advanced Composition
Fall	2023	NPRE	Special Topics	498	Subject offerings of new and developing areas of knowledge in nuclear, plasma, and radiological engineering intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. 1 to 4 undergraduate hours. 1 to 4 graduate hours. May be repeated in the same or separate terms if topics vary.		1 to 4 hours	
Fall	2023	NPRE	Fundamentals of Nuclear Engrg	501	Background for advanced work in nuclear engineering; problems in materials, heat transfer, and fluid flow; special emphasis on basic ideas and the mathematical similarity of problems in heat transfer, fluid flow, and neutron diffusion. Lecture-problem format. 	NPRE 247; credit or concurrent registration in NPRE 446.	4 hours	
Fall	2023	NPRE	Plasma Waves	523	The course covers the fundamentals of plasma waves and plasma heating, including an overview of the techniques and the technologies used in thermonuclear fusion reactors for heating and current drive. The first part of the semester covers the linear theory of plasma waves, including: the cold plasma tensor, cold dispersion relation, normal modes, frequency plots, Clemmow-Mullaly-Allis diagram, acoustic modes, kinetic theory of plasma waves, hot tensor, Bernstein modes, electrostatic damping, cyclotron modes. The course then offers an introduction to non-linearities, with major emphasis on the quasi-linear theory as a natural extension from the kinetic theory of plasma waves. The final portion of the course provides a qualitative and quantitative description of the major techniques used to deliver energy and momentum to a plasma (heating and current drive), namely ion cyclotron heating, electron cyclotron, lower hybrid, electron Bernstein, and neutral beam injection. Examples of heating technologies are provided for both thermonuclear and industrial applications. The course comprises simple analytical and computational homework assignments. 4 graduate hours. No professional credit. 	ECE 329 or PHYS 435; NPRE 421.	4 hours	
Fall	2023	NPRE	Plasma Technology of Gaseous Electronics	527	This course will help students to develop an advanced theoretical understanding of Low-Temperature Plasma (LTP) processing systems, with an emphasis on system design. Whereas prerequisite coursework focused on developing a framework for the analysis of LTP systems, in this course students will build upon that foundation to develop more advanced theoretical models for LTP dynamics, including electron collisions, plasma transport, sheath dynamics, and plasma and surface chemistry. Students will be able to apply this advanced LTP theory for the design of systems for etching, advanced deposition, and others important in modern materials processing applications. Same as ECE 523. 4 graduate hours. No professional credit. 	ECE 452 or PHYS 485 or NPRE 429.	4 hours	
Fall	2023	NPRE	Independent Lab Investigations	554	Individual experimental investigation in areas of nuclear, plasma, and radiological engineering. May be repeated. 	Consent of instructor.	1 TO 8 hours	
Fall	2023	NPRE	Reactor Theory I	555	Advanced development of neutron transport theory; neutron slowing-down and resonance absorption; approximations to the transport equation; direct numerical methods and other techniques of approximation theory applied to the neutron transport equation; advanced topics. 	NPRE 455 (waived for Physics majors).	4 hours	
Fall	2023	NPRE	Student Research Seminar	595	Seminar on current research and development activities in NPRE related fields, presented by students. 1 graduate hour. No professional credit. Approved for Letter and S/U grading. May be repeated in separate terms up to 2 hours.		1 hours	
Fall	2023	NPRE	Seminar in Nuclear Sci & Engrg	596	Lectures and discussions on current work in research and development in nuclear engineering and related fields by staff, advanced students, and visiting lecturers. Approved for S/U grading only. May be repeated.		1 hours	
Fall	2023	NPRE	Independent Study	597	Individual study in areas of nuclear engineering and closely related fields not covered by regular course offerings. The work is carried out under the supervision of a member of the faculty. May be repeated. 	Consent of instructor.	1 TO 8 hours	
Fall	2023	NPRE	Thesis Research	599	Approved for S/U grading only. May be repeated.		0 TO 16 hours	
Fall	2023	NRES	Fundamentals of Env Sci	100	"Introduction to environmental sciences and current environment issues. Topics include population growth, world food supplies, agriculture and the environment, biodiversity, fossil fuels and ""green"" energy issues, endangered and threatened species, water use, conservation and pollution, global warming, acid rain, ozone depletion, waste management and reduction, recycling, toxins and health, mineral resources, and environmental policies and regulations. Course addresses the complex relationships between the human race and the natural systems that contain our air, water, energy, and biotic and food resources. Credit is not given for both NRES 100 and NRES 102."		3 hours	Nat Sci & Tech - Phys Sciences
Fall	2023	NRES	Introduction to NRES	102	Introduction to natural resources (forests, fisheries, soils, aquatic systems) and environmental science. Emphasizes renewable natural resources, ecological concepts, energy use, biodiversity of species, biogeochemical cycles, and air, water, and soil pollution. Provides natural science basis for understanding contemporary environmental issues and natural resource management. Credit is not given for both NRES 100 and NRES 102.		3 hours	
Fall	2023	NRES	The Great Lakes - Freshwater Wonder at Risk	103	Introduction to the ecology of freshwater systems, viewed through the lens of the Great Lakes and associated tributaries. The Great Lakes hold 20% of the world's freshwater and 95% of the freshwater in North America. They have sustained human and wildlife populations for at least 10,000 years. Now, the integrity of this unique and priceless resource is threatened as never before. This eight-week online course will enhance student understanding of the ecology of this imperiled system, as well as the historical events and policies that have led to the present crisis, and the men and women who have played key roles in this unfolding story.		3 hours	Nat Sci & Tech - Life Sciences
Fall	2023	NRES	Introductory Soils	201	The nature and properties of soil including origin, formation, and biological, chemical, and physical aspects. 	Successful completion of MATH 115, MATH 234, or equivalent and CHEM 102 is required. CHEM 104 is recommended.	4 hours	
Fall	2023	NRES	Environmental Economics	210	Same as ACE 210, ECON 210, ENVS 210, and UP 210. See ACE 210.		3 hours	Social & Beh Sci - Soc Sci
Fall	2023	NRES	Applied Ecology	219	Explores how organisms interact with each other and with their environment. Emphasis is placed on how these interactions lead to positive and negative outcomes in a human-dominated world. Students will learn the fundamental principles of population, community, and ecosystem ecology, and they will apply these principles to understand how ecological systems respond to human management decisions, environmental policy, climate change, and other anthropogenic influences. The goal of this course is to provide students with an ecological toolkit that can inform their decisions in conservation, ecosystem management, restoration, policy, and stewardship.		3 hours	
Fall	2023	NRES	Communicating Agriculture	220	Same as AGCM 220 and ENVS 220. See AGCM 220.		3 hours	Advanced Composition
Fall	2023	NRES	Social Justice and Environment	224	Over the last 25 years, Environmental Justice (EJ) has expanded from its earliest focus combating environmental racism in the US to an influential global phenomenon. What is EJ and how do we realize it in public policy? Students in this course will examine environmental issues through the lens of social justice and human inequality. We explore how EJ makes connections between environmental (pollution, biodiversity, food, climate) and social justice issues (race, ethnicity, gender, class) in order to inform public policy and mitigate environmental problems.		3 hours	Cultural Studies - US Minority,Social & Beh Sci - Soc Sci
Fall	2023	NRES	Nature and American Culture	242	Same as LA 242 and RST 242. See RST 242.		3 hours	Cultural Studies - Western
Fall	2023	NRES	Field Experience	285	Field based course that exposes students to procedures and methods used in various resource settings in a hands-on manner. Includes weekly field trips to visit representative natural resource and environmental science settings with supporting laboratory exercises. Content of offerings vary by section, but all focus on resource management, environmental quality and assessment, and effects of consumption and use on the environment. Field trips required. Additional fees may apply. See Class Schedule. May be repeated in the same term up to 4 hours if topics vary or separate terms to a maximum of 6 hours. 	NRES 201 and NRES 219. The department strongly recommends that students take only one section per semester, except under highly unusual circumstances.	1 OR 2 hours	
Fall	2023	NRES	Professional Internship	293	Off-campus experience in a field directly pertaining to a subject matter in natural resources and environmental sciences. Approved for Letter and S/U grading. May be repeated in separate terms up to 4 hours. Credit is not given for more than a total of 12 hours of Independent Study (IND) courses applying to a degree in ACES. 	Consent of academic advisor or Department Internship Coordinator.	1 TO 4 hours	
Fall	2023	NRES	Resident Internship	294	Supervised, on-campus, learning experience with faculty engaged in research. Approved for Letter and S/U grading. May be repeated in separate terms to a maximum of 4 hours. Credit is not given for more than a total of 12 hours of Independent Study (IND) courses applying to a degree in ACES. 	Consent of academic advisor or Department Internship Coordinator.	1 TO 4 hours	
Fall	2023	NRES	Undergrad Research or Thesis	295	Individual research, special problems, thesis, development and/or design work under the supervision of an appropriate member of the faculty. May be repeated up to 4 hours in the same term to a maximum of 12 hours in separate terms. Credit is not given for more than a total of 12 hours of Independent Study (IND) courses applying to a degree in ACES. 	Junior standing, cumulative GPA of 2.5 or above at the time the activity is arranged, and consent of instructor.	1 TO 4 hours	
Fall	2023	NRES	Natural Resource Economics	310	Same as ACE 310 and ENVS 310. See ACE 310.		3 hours	
Fall	2023	NRES	Environmental Communications	330	Same as AGCM 330 and ENVS 330. See AGCM 330.		3 hours	
Fall	2023	NRES	Fish and Wildlife Ecology	348	Application of ecological principles and modeling to management of fish and wildlife populations; significance of abiotic and biotic factors, including life-history parameters in population growth and management; and techniques and procedures for the development of management strategies for animal populations, emphasizing vertebrates. A course in statistics is highly recommended. Same as IB 348. 	IB 203 or NRES 219.	3 hours	
Fall	2023	NRES	Plant Genetics	352	Same as CPSC 352. See CPSC 352.		4 hours	
Fall	2023	NRES	UG Honors Research or Thesis	396	Individual research, special problems, thesis, development and/or design work under the direction of the Honors advisor. May be repeated in the same or separate terms to a maximum of 12 hours. Credit is not given for more than 12 hours of special problems, research, thesis and/or individual studies may be counted toward degree. 	This course is restricted to students who have junior or senior standing, admission to the ACES Honors Program, and consent of instructor.	1 TO 4 hours	
Fall	2023	NRES	Watershed Hydrology	401	Precipitation, evapotranspiration, stream flow, and other aspects of the hydrologic cycle are studied in a watershed context. Measurement techniques, statistical analyses of hydrologic data, and simulation modeling are discussed. Case studies that quantify water movement in specific watersheds are used to integrate course topics. Same as GGIS 401. 3 undergraduate hours. 3 graduate hours. 	CHEM 102, completion of the Quantitative Reasoning I requirement, and completion of the statistics requirement.	3 hours	
Fall	2023	NRES	Watersheds and Water Quality	403	Examines water quality in streams, rivers, lakes, and wetlands. The responses of watershed systems to pollution and other human impacts will be described in terms of their biological, geochemical, and physical processes. The technical analyses necessary to establish policies aimed at preserving or restoring these natural resources will be emphasized. 3 undergraduate hours. 3 graduate hours. 	One of MATH 220, MATH 221, MATH 234.	3 hours	
Fall	2023	NRES	Fishery Ecol and Conservation	409	Ecological and conservation concepts are applied to fisheries management practices. Will discuss current literature related to the interface between basic and applied aspects of fish populations, focusing on life history, conservation biology and genetics, growth and recruitment, competition, predation, trophic and community ecology, ecosystem management, and human dimensions. 4 undergraduate hours. 4 graduate hours. 	NRES 348.	4 hours	
Fall	2023	NRES	Native Plant ID and Floristics	415	Focuses on gaining skills in identification of native vascular plants in the field and classroom. Methods of plot-based and plotless vegetation sampling methods will be introduced. Procedures and applications for botanical inventory and assessment will be covered. Field trips are required. Additional fees may apply. See Class Schedule. 4 undergraduate hours. 4 graduate hours. Credit is not given toward graduation for NRES 415 if credit for CPSC 416 has been earned.		4 hours	
Fall	2023	NRES	Env and Plant Ecosystems	419	Relationships among environmental factors and plant processes and functions; impact of human activities on the environment and the structure and function of plant ecosystems. Examples will be drawn from a variety of managed and unmanaged plant ecosystems. 3 undergraduate hours. 3 graduate hours. 	NRES 219 or LA 450 or IB 103 and CHEM 104 or NRES 201.	3 hours	Advanced Composition
Fall	2023	NRES	Restoration Ecology	420	Historical development of ecological restoration, its philosophical foundation, multi-disciplinary borrowings from the natural, applied, and social sciences, and varied practical applications, with emphasis on the application of ecological principles. Case studies, field trips, and laboratory activities on restoration planning. Field trip required. Additional fees may apply. See Class Schedule. 4 undergraduate hours. 4 graduate hours. 	NRES 219 or LA 450.	4 hours	
Fall	2023	NRES	Env and Sustainable Dev	439	Comprehensive overview and synthesis of global environmental problems and their relationships to human activities, with a focus on ecological and natural resource elements. Concerns include unsound ethics and concepts of development and modernization, the lack of motivation or funding to implement available technical solutions, the promotion of alternative development ethics, and a review of opportunities to maintain or improve the well-being of people, other organisms, and the environment. Same as CPSC 439. 3 undergraduate hours. 3 graduate hours. 	NRES 219 or ACE 210.	3 hours	
Fall	2023	NRES	Applied Statistical Methods I	440	Same as ABE 440, ANSC 440, CPSC 440, FSHN 440, and NUTR 440. See CPSC 440.		4 hours	
Fall	2023	NRES	Mammalogy	442	Same as IB 462. See IB 462.		4 hours	
Fall	2023	NRES	Statistical Methods	445	Same as ABE 445 and ANSC 445. See ANSC 445.		4 hours	
Fall	2023	NRES	GIS in Natural Resource Mgmt	454	Geographic Information Systems (GIS) and remote sensing for natural resource management. Personal computers and GIS software are used to demonstrate the utility of these techniques for data acquisition, image processing, and map modeling. Exercises include problems relevant to the management of natural resources such as land cover mapping, monitoring, suitability and productivity assessment, landscape pattern analysis, land use change analysis, spatial modeling, and decision making. 4 undergraduate hours. 4 graduate hours.		4 hours	
Fall	2023	NRES	Landscape Ecology	465	Introduction to the theory, methods, and application of landscape ecology, with an emphasis on characterizing heterogeneity and examining its consequences for ecological processes across a variety of spatial and temporal scales. Special attention will be given to the role of natural and human disturbances in shaping spatial patterns. Laboratory exercises are computer-based and focus on concepts and tools in landscape ecology. 3 undergraduate hours. 3 graduate hours. 	NRES 219 or equivalent, NRES 454 or equivalent.	3 hours	
Fall	2023	NRES	Pedology	471	The science of soil genesis, classification, and morphology. Includes factors of soil formation, properties and methods used in distinguishing soils, interpretation of soil profiles and soil stratigraphy, causes of soil variability, and the impact of soil properties upon soil management, land-use decisions, and the environment. 3 undergraduate hours. 3 graduate hours. 	NRES 201.	3 hours	
Fall	2023	NRES	Environmental Psychology	472	Theory and research in environmental psychology. Topics include environmental perception, cognition, experience, values and emotion, perceived environmental quality, environmental hazards and risk perception, and conservation attitudes and behavior. Same as PSYC 472. 4 undergraduate hours. 4 graduate hours. 	Jr. standing: PSYC 100 or PSYC 103.	4 hours	
Fall	2023	NRES	Introduction to Remote Sensing	477	Same as GGIS 477. See GGIS 477.		3 hours	
Fall	2023	NRES	Soil Chemistry	487	Emphasizes inorganic reactions involved in soil development and plant nutrition in soils; topics include colloid systems, properties of water, ion exchange equilibria, plant nutrient forms, and methods of analyses. 3 undergraduate hours. 3 graduate hours. 	NRES 201 and CHEM 104.	3 hours	
Fall	2023	NRES	Special Topics	499	Experimental course on a special topic in natural resources and environmental sciences. Additional fees may apply. See Class Schedule. 1 to 4 undergraduate hours. 1 to 4 graduate hours. Approved for Letter and S/U grading. May be repeated in the same or separate terms to a maximum of 12 hours as topics vary.		1 TO 4 hours	
Fall	2023	NRES	Graduate Seminar	500	Exposure to current research and specialized topics in natural resources and environmental sciences through attending/viewing and responding to the NRES seminar series. 0 to 1 graduate hours. No professional credit. Approved for S/U grading only. May be repeated.		0 TO 1 hours	
Fall	2023	NRES	Special Problems	501	Individual studies or investigations in selected branches of horticulture, natural resources, and environmental sciences. Approved for letter and S/U grading. May be repeated. No more than 8 hours may be counted toward an MS degree.		0 TO 4 hours	
Fall	2023	NRES	Discussions in NRES	512	Discussion of recent developments and current literature in natural resources and environmental sciences, with a term-long emphasis on a particular aspect of the subject matter. Approved for Letter and S/U grading. May be repeated to a maximum of 4 hours.		1 TO 2 hours	
Fall	2023	NRES	NRES Professional Orientation	594	The philosophy and components of graduate education with development of the principles useful in teaching, research, and extension in horticulture, natural resources and environmental sciences. Students will be required to develop and submit a proposal describing planned research for their M.S. or Ph.D. thesis. Approved for S/U grading only.		1 hours	
Fall	2023	NRES	Advanced Quantitative Techniques for Ecology and Conservation	595	This course is designed to provide the tools necessary to estimate population parameters in a rigorous and robust manner. Students will learn about the tools researchers and managers use to address questions in population ecology and conservation. The course covers five major topics in the estimation and management of wildlife populations: 1) Neutral models, 2) Presence/absence, 3) Abundance estimation, 4) Survival estimation, and 5) Bayesian Methodology. Emphasis is placed on the applied nature of these tools, including model building, selection, and inference. 4 graduate hours. No professional credit. 	Successful completion of NRES 593 is recommended, or some prior familiarity with statistical data analysis is helpful.	4 hours	
Fall	2023	NRES	Thesis Research	599	Research conducted in various phases of horticulture, natural resources, and environmental sciences leading to a thesis in natural resources and environmental sciences. Approved for S/U grading only. May be repeated.		0 TO 12 hours	
Fall	2023	NS	Leadership Laboratory	100	Noncredit course designed to give the Naval ROTC student, through practical application, a better grasp of the naval science subjects taught in the classroom and a working knowledge of close order drill. Approved for S/U grading only. May be repeated.		0 hours	
Fall	2023	NS	Introduction to Naval Science	101	Naval organization and management practices examined within the context of the naval service, command and control, organization for logistics, service and support, functions and services of major components of the Navy and Marine Corps, and shipboard organization with emphasis on management and leadership functions. 	Consent of instructor. No prerequisite for non-NROTC students.	2 hours	
Fall	2023	NS	Intro to US Armed Forces	120	Same as AFAS 120 and MILS 120. See MILS 120.		3 hours	Humanities – Hist & Phil
Fall	2023	NS	Leadership and Management	303	Leadership and Management is a study of organizational behavior and management with an emphasis on situational leadership. Students will explore a variety of leadership and management topics including the classical theories of management, motivation, and communication to help prepare students for leadership challenges in any environment and any industry. 	No prerequisite for non-NROTC students.	3 hours	
Fall	2023	NS	Introduction to Naval Engineering	305	Fundamentals of ship compartmentalization, propulsion systems, engine theory and turbine theory, and naval warship control. Examines elements of ship design, damage control, and ship stability. Thermodynamic processes and their application to conventional and nuclear power generation. Energy storage systems such as hydraulics and compressed air systems. Electrical theory and distribution applications. Applications and case studies of engineering documentation, maintenance, and material management. 	Consent of instructor.	3 hours	
Fall	2023	NS	Navigation/Naval Operations II	307	Explores numerous aspects related to the efficient and professional manner of U.S. Navy ship operations. Teaches the fundamentals of the U.S. Navy systems of communications used on sea-going vessels and Naval Warfare, Command and Control, and Joint Operations. Discusses the many issues relating to ship handling and Naval Officer responsibilities. 	NS 204 	3 hours	
Fall	2023	NS	Evolution of Warfare	321	Open to all students on campus, not just ROTC students. The course provides the student with a basic overview of Marine Corps history combined with its mission within the Department of Defense. To that end, three general topics are discussed: (1) Leadership and Ethics, (2) Seapower and Naval History, and (3) Technical Foundations of Naval Warfare. This course is well suited for anyone interested in learning more about what makes the Marine Corps so effective as a warfighting organization as well as students seeking to develop their leadership skills.		3 hours	
Fall	2023	NUTR	Nutritional Aspects of Disease	420	Same as FSHN 420. See FSHN 420.		3 hours	
Fall	2023	NUTR	Companion Animal Nutrition	422	Same as ANSC 422. See ANSC 422.		3 hours	
Fall	2023	NUTR	Pet Food & Feed Manufacturing	424	Same as ANSC 424. See ANSC 424.		3 hours	
Fall	2023	NUTR	Biochemical Nutrition I	426	Same as FSHN 426. See FSHN 426.		3 hours	
Fall	2023	NUTR	Community Nutrition	428	Same as FSHN 428. See FSHN 428.		3 hours	
Fall	2023	NUTR	Applied Statistical Methods I	440	Same as ABE 440, ANSC 440, CPSC 440, FSHN 440, and NRES 440. See CPSC 440.		4 hours	
Fall	2023	NUTR	Nutritional Sciences Seminar	500	Discussions of current problems in nutritional sciences. Approved for S/U grading only. May be repeated. Required of all graduate students in the nutritional sciences program.		1 hours	
Fall	2023	NUTR	Topics in Nutrition Research	510	Current topics in nutritional sciences research. Same as ANSC 525 and FSHN 510. 1 to 3 graduate hours. No professional credit. May be repeated in the same term to a maximum of 3 hours and in separate terms to a maximum of 9 hours. 	Advanced Biochemistry.	1 TO 3 hours	
Fall	2023	NUTR	Molecular Basis of Metabolic Syndrome and Weight Management	521	Same as FSHN 521. See FSHN 521.		3 hours	
Fall	2023	NUTR	Techniques in Animal Nutrition	523	Same as ANSC 523. See ANSC 523.		3 hours	
Fall	2023	NUTR	Nonruminant Nutrition Concepts	524	Same as ANSC 524. See ANSC 524.		2 hours	
Fall	2023	NUTR	Advanced Vitamins and Minerals: Regulations of Metabolism	527	Same as FSHN 527. See FSHN 527.		3 hours	
Fall	2023	NUTR	Grantsmanship and Ethics	550	Design and implementation of experimental protocols in nutrition. Examines the scientific, regulatory, and ethical context for conducting research in nutrition. The focus of the course will be the writing and evaluation of a simulated peer-reviewed grant proposal. Same as FSHN 550. 3 graduate hours. No professional credit. 	Advanced nutritional biochemistry and statistics.	3 hours	
Fall	2023	NUTR	Ethics in Research, IRB and IACUC	580	Same as FSHN 580. See FSHN 580.		3 hours	
Fall	2023	NUTR	Disciplinary Seminar	590	Discussions of current research, literature and careers pertaining to disciplinary specializations within the Division of Nutritional Sciences. 0 to 2 graduate hours. No professional credit. Approved for Letter and S/U grading. May be repeated in the same or different terms, to a maximum of 2 hours for Masters students and 4 hours for PhD students.		0 TO 2 hours	
Fall	2023	NUTR	Animal Sciences Seminar	591	Same as ANSC 590. See ANSC 590.		0 TO 2 hours	
Fall	2023	NUTR	Individual Topics in Nutrition	593	For students majoring in nutritional sciences who wish to undertake individual studies of a nonthesis nature in problems or topics not covered in other courses; may be taken under the direction of any member of the nutritional sciences faculty, with the exception of the student's own thesis adviser. 1 or 2 graduate hours. No professional credit. May be repeated within the same or different terms to a maximum of 2 hours per degree program. 	Consent of instructor.	1 OR 2 hours	
Fall	2023	NUTR	Thesis Research	599	Approved for S/U grading only. May be repeated.		0 TO 12 hours	
Fall	2023	PATH	Undergraduate Research	290	Laboratory and/or field studies selected in consultation with a faculty mentor. May be repeated to a maximum of 10 hours. 	Consent of instructor.	1 TO 5 hours	
Fall	2023	PATH	Virology & Viral Pathogenesis	433	Emphasizes basic principles of virus structure and replication, virus-cell interactions and virus-host interactions that underlie the molecular biology, pathogenesis, and transmission of viral disease. Same as MCB 433. 3 undergraduate hours. 3 graduate hours. 	MCB 300 or MCB 354, or consent of instructor.	3 hours	
Fall	2023	PATH	Principle/Method Epidemiology	517	Course covers principles of theoretical and applied epidemiology, with examples from veterinary and human medicine. The aim of the course is to integrate epidemiologic concepts and quantitative methodology in order to evaluate disease risk and treatment options at the individual and population levels. Topics include causal inference, epidemiologic study design, evaluation of bias, outbreak investigation, and special areas within epidemiology. Same as CHLH 517. 	Graduate student standing or consent of instructor.	4 hours	
Fall	2023	PATH	Applied Epidemiology	520	Same as CHLH 578. See CHLH 578.		4 hours	
Fall	2023	PATH	Parasitology/Epidemiology Sem	527	Discussion of selected historic and current literature related to parasitology. May be repeated to a maximum of 2 hours. 	Credit or concurrent registration in VM 607.	1 hours	
Fall	2023	PATH	Vet Diagnostic Path 1	545	Instruction in diagnostic pathology for pathology majors. Instruction based on necropsy cases with emphasis on necropsy protocol; sample collection and submission; recognition, description, and interpretation of gross and microscopic lesions; and case diagnosis based on all test results. Approved for letter and S/U grading. May be repeated to a maximum of 10 hours. 	Graduate veterinarian, graduate student with major in pathology, and consent of instructors.	0 TO 6 hours	
Fall	2023	PATH	Vet Diagnostic Path 2	546	Instruction in diagnostic pathology for pathology majors. Instruction based on necropsy cases with emphasis on recognition, description, and interpretation of gross and microscopic lesions; evaluation of results of other diagnostic assays; disease pathogenesis; and final case diagnosis and comments. Approved for letter and S/U grading. May be repeated to a maximum of 10 hours. 	PATH 545 and consent of instructors.	0 TO 6 hours	
Fall	2023	PATH	Pathology Seminar	547	Review and discussion of selected pathologic and clinico-pathologic material.  Students are required to participate in weekly discussions and present at least one formal seminar per semester, on a topic approved by Pathology faculty. Approved for letter and S/U grading. May be repeated to a maximum of 6 hours. 	Credit or concurrent registration in PATH 545, and consent of instructor.	0 TO 1 hours	
Fall	2023	PATH	Interpretive Cytopathology	551	Discusses selected cytologic material. Emphasizes recognition, interpretation, oral presentation, and written description of cytology case materials. May be repeated to a maximum of 8 hours.		1 hours	
Fall	2023	PATH	Diagnostic Cytology	552	Instruction in diagnostic cytology for clinical pathology majors. The course is for clinical pathology graduate students to advance their training in cytology. This is an intensive course with one-on-one training with the instructor. Clinical cytology cases and blood smears are evaluated microscopically and then a thorough written description and interpretation of each case is performed and reviewed. May be repeated in separate terms to a maximum of 30 graduate hours. Note that a maximum of 8 credit hours will count towards a graduate degree. 	DVM degree or equivalent, clinical pathology graduate student or consent of instructor.	2 OR 4 hours	
Fall	2023	PATH	Exotic/Wild Animal Diag Path 1	556	Instruction in the performance of necropsy examinations on exotic and wild animals; emphasizes recognition, interpretation, oral presentations and written descriptions of gross and histologic lesions; emphasizes histologic features of lesions. For pathology majors only. May be repeated to a maximum of 10 hours. 	VM 605 and VM 608; consent of instructor.	1 OR 2 hours	
Fall	2023	PATH	Exotic/Wild Animal Diag Path 2	557	Instruction in the use of supplemental diagnostic data in the areas of bacteriology, clinical pathology, immunology, parasitology, toxicology, and virology in arriving at differential and definitive diagnoses of wild and exotic animals. Pathogenesis of gross and histologic lesions and mechanisms of lesion development are emphasized. For pathology majors only. May be repeated to a maximum of 10 hours. 	PATH 556 or equivalent or consent of instructor.	0 TO 2 hours	
Fall	2023	PATH	Exotic/Wild Animal Path Sem	558	Discussion of selected pathologic and clinico-pathologic material pertaining to exotic and wild animals and presentation of a formal seminar. Approved for letter and S/U grading. May be repeated to a maximum of 6 hours. 	Concurrent enrollment in PATH 556 or PATH 557 or consent of instructor.	0 TO 1 hours	
