term	year	subject	label	number	description	prereq	hours	geneds
Spring	2024	ESL	Introduction to Academic Writing	515	Instruction in essential skills in academic writing; skills for writing secondary and primary research papers, including developing research questions and design, evaluating and synthesizing scholarly sources, and producing well-reasoned and substantiated arguments. 0 graduate hours. No professional credit. Approved for S/U grading only. May be repeated in separate terms. Credit is not given toward the graduate degree. 	Level 2 course placement result on the English Placement Test. ESL students only.	0 hours	
Spring	2024	ESL	Written and Oral Business Communication	521	Instruction for essential skills in business communication both in academic and professional settings; skills covered include writing professional correspondence, summarizing and analyzing sources, designing attractive documents, case-based writing, and delivering oral presentations. 0 graduate hours. No professional credit. Approved for S/U grading only. May be repeated in separate terms. Credit is not given toward the graduate degree. 	Level 1 course placement result on the English Placement Test. ESL students only.	0 hours	
Spring	2024	ESL	Introduction to Business Writing	522	Continued instruction in essential skills in business communication both in academic and professional settings; Skills covered include writing professional correspondence and business proposals, synthesizing sources, and participating in group discussions. This course is the second term of a two-term course sequence (ESL 521 - ESL 522). 0 graduate hours. No professional credit. Approved for S/U grading only. Credit is not given toward a graduate degree. 	ESL 521. ESL students only.	0 hours	
Spring	2024	ESL	Elements of Business Writing	525	Instruction in essential skills in business communication both in academic and professional settings; skills covered include business proposals, synthesizing sources, and participating in group discussions. 0 graduate hours. No professional credit. Approved for S/U grading only. May be repeated in separate terms. 	Level 2 course placement results on the English Placement Test. ESL students only.	0 hours	
Spring	2024	ESL	Advanced Academic Writing	592	Provides advanced international students additional support in the conventions of professional academic writing in their own fields. Through the use of Contract Learning, students define and pursue individualized writing goals for their own major programs with the support of the instructor. Lessons in genre analysis enable students to derive field-specific models for research articles, theses, and dissertations. 0 graduate hours. No professional credit. Approved for S/U grading only. Credit is not given toward a graduate degree. 	"ESL 515 or equivalent; OR recommendation from UIUC English Placement Test; OR ""full status"" English proficiency admission."	0 hours	
Spring	2024	ESL	Academic Presentation Skills	593	Provides international students with opportunities to improve skills in effectively presenting research in both oral and written formats in preparation for the professional conference presentation process. Students will practice orally explaining their research, asking and answering questions, giving and receiving feedback, and writing a conference proposal with the aim of creating and delivering compelling, professional presentations. 0 graduate hours. No professional credit. Approved for S/U grading only. Credit is not given toward a graduate degree.		0 hours	
Spring	2024	ETMA	Technical Systems in Agr	100	Examples, problems, discussions, and laboratory exercises pointing to present and potential engineering applications in agriculture; emphasis on power and machinery, soil and water control, electricity, and structures.		3 hours	
Spring	2024	ETMA	Basics of Project Management	132	Covers the basic concepts of project management software. Students will learn introductory features of project management software and utilize these features to complete class projects.		1 hours	
Spring	2024	ETMA	Undergraduate Open Seminar	199	Open seminar or experimental course on a topic in technical systems management. May be repeated to a maximum of 12 hours.		1 TO 5 hours	
Spring	2024	ETMA	Wiring, Motors and Control Sys	234	Selecting and using wiring materials, electric motors and controls in lighting, heating, ventilation, and materials handling problems. Includes laboratory. 	TSM 100.	3 hours	
Spring	2024	ETMA	Agricultural Machine Systems Management	262	Performance, costs, application, selection, and replacement of agricultural machinery and field implements; analysis of mechanized field operations. Includes laboratory.		3 hours	
Spring	2024	ETMA	Off-Campus Internship	293	Supervised off-campus experience in a field directly pertaining to technical systems management. May be repeated to a maximum of 6 hours. 	Sophomore standing and consent of instructor.	1 TO 4 hours	
Spring	2024	ETMA	Undergrad Research or Thesis	295	Individual research, special problems, thesis, development and/or design work under the supervision of an appropriate member of the faculty. May be repeated if topics vary to a maximum if 6 hours in the same term and a maximum of 12 hours in separate terms. 	Sophomore standing, cumulative GPA of 2.5 or above at the time the activity is arranged, and consent of instructor.	1 TO 4 hours	
Spring	2024	ETMA	Humanity in the Food Web	311	The human food web is the complex network of technologies, environments, people, and social institutions that produces, processes, and distributes the world's food supply. Students will study the food webs of the past, present, and future and will explore various human roles, including their own, in the global technology-environment-society-food system. Course topics include domestication, mechanization, urbanization, the green revolution, biotechnology, food safety, the environment, and appropriate technologies for developing countries. Additional fees may apply. See Class Schedule.		3 hours	Humanities – Hist & Phil,Advanced Composition
Spring	2024	ETMA	Optimization in Engineering Technology and Management	339	Covers foundational skills in applied data analysis with a primary focus on optimization. Concepts related to sensors and data will first be discussed followed by data acquisition and basic digital signal processing. Foundations of optimization will be introduced with an emphasis on application. This will include linear and non-linear, single and multiple objective, spatial, and stochastic optimization methods. Assignments will contain real world examples in the topic areas of agriculture, construction, manufacturing, and the environment. 	MATH 234 or equivalent; ACE 262, CPSC 241, ECON 202 or equivalent, STAT 107; and CS 105 or equivalent, or consent of the instructor.	3 hours	
Spring	2024	ETMA	Fluid Power Systems	363	Emphasizes basic principles of fluid power systems related to off-road vehicles. Topics include fundamentals of fluid power systems, principles of key fluid power components, and maintenance of fluid power systems. Credit is not given for both TSM 363 and ABE 223.		2 hours	
Spring	2024	ETMA	Grain Drying & Storage Systems	381	Grain drying fundamentals, air-moisture relationships, grain drying systems for efficient energy use, fans, grain-handling devices and systems, planning of grain handling systems, grain standards, moisture measurement, grain storage, fungi and insect problems, aeration, processing and milling of corn and soybeans. Includes laboratory.		3 hours	
Spring	2024	ETMA	UG Honors Research or Thesis	396	Individual research, special problems, thesis, development and/or design work under the direction of the Honors advisor. May be repeated if topics vary up to 6 hours in the same semesters, to a maximum of 12 hours in separate semesters. 	Junior standing, admission to the ACES Honors Program, and consent of instructor.	1 TO 4 hours	
Spring	2024	ETMA	Industrial and Agricultural Safety-Injury Prevention	421	Issues associated with industrial and agricultural injuries and effective interventions. Areas include: industrial and agricultural injury situations; injury causation; injury intervention strategies and their applications to agricultural and industrial issues; and, specific safety issues in the areas of machinery, grain and forage systems, animals, materials handling and storage, electricity, fire safety, special populations, and emergency preparedness. 3 undergraduate hours. 3 graduate hours.		3 hours	
Spring	2024	ETMA	Managing Industrial and Agricultural Safety Risks	425	Primary elements of effective occupational safety and health management plans applicable to any work place including farms. Topics include: orientation to major agricultural and general industry safety and health issues, legal and ethical responsibilities, liability issues, injury/illness incident investigation, safety and health resources, how to approach and organize a safety and health management plan, and safety and health worker education and training. Case study approach and student team work to devise safety and health management plans for existing businesses or farms. 3 undergraduate hours. 3 graduate hours. 	Credit or concurrent registration in TSM 421 or TSM 422, or consent of instructor.	3 hours	
Spring	2024	ETMA	Capstone Experience	439	Develop solutions to real-world problems by demonstrating and enhancing students' abilities as problem solvers, project managers, team members, technical writers, and builders on multiple projects simultaneously. This will involve project planning and budgeting, prototype development and construction, testing, data collection and analysis, marketing, and navigating project challenges outside of students' control. 4 undergraduate hours. No graduate credit. 	TSM 430. Restricted to TSM and ETMAS Majors Only, senior standing required, or consent of instructor.	4 hours	
Spring	2024	ETMA	Precision Agric Technology	467	Practices and equipment used in precision agriculture. Global positioning systems; geographic information systems; mapping; grid sampling of soil fertility and physical properties; yield monitoring; remote sensing; variable-rate technologies. 3 undergraduate hours. 3 graduate hours.		3 hours	
Spring	2024	ETMA	Independent Study	496	Individual research, special problems, thesis, development and/or design work under the supervision of a faculty member. 1 to 4 undergraduate hours. 1 to 4 graduate hours. May be repeated if topics vary to a maximum of 6 hours. 	Consent of instructor.	1 TO 4 hours	
Spring	2024	ETMA	Seminar	499	Group discussion or an experimental course on a special topic in technical systems management. 1 to 4 undergraduate hours. 1 to 4 graduate hours. May be repeated in separate terms to a maximum of 12 hours.		1 TO 4 hours	
Spring	2024	ETMA	Graduate Seminar	594	Presentations of thesis research by graduate students; other presentations on teaching or current research issues related to technical systems management. 0 graduate hours. No professional credit. Approved for S/U grading only. May be repeated if topics vary, to a maximum of six times.		0 hours	
Spring	2024	ETMA	Special Topics	598	Group discussion or an experimental course on a special topic in technical systems management. 1 to 4 graduate hours. No professional credit. May be repeated, if topics vary, in the same term or separate terms to a maximum of 12 hours. 	As specified for each topic offering; see Class Schedule or departmental course information.	1 TO 4 hours	
Spring	2024	ETMA	Thesis Research	599	Individual research in the various areas of technical systems management under the supervision of faculty members. 0 to 16 graduate hours. No professional credit. Approved for S/U grading only. May be repeated, if topics vary, to a maximum of 45 hours.		0 TO 16 hours	
Spring	2024	EURO	Undergraduate Open Seminar	199	Approved for letter and S/U grading. May be repeated in separate terms to a maximum of 3 hours.		1 TO 5 hours	
Spring	2024	EURO	Europe and the Mediterranean	415	Examines the governments, societies, and cultures on the shores of the Mediterranean. Examines ideas associated with the Mediterranean and practices followed by its people and governments from the perspectives of a variety of disciplines, paying special attention to the region's relationship with the European Union. Same as ITAL 415 and PS 415. 3 undergraduate hours. 4 graduate hours. 	Minimum of junior standing, or consent of instructor.	3 OR 4 hours	
Spring	2024	EURO	Language & Minorities in Europe	418	Same as GER 418, FR 418, ITAL 418, LING 418, PS 418, SLAV 418, and SPAN 418. See FR 418.		3 OR 4 hours	
Spring	2024	EURO	Dialogue on Europe	500	Exploration of a variety of subjects about the European Union and EU-US relations and comparative perspectives. This transatlantic relationship will be studied via a series of expert lectures offered by University of Illinois faculty and visiting scholars. 2 graduate hours. No professional credit. Approved for Letter and S/U grading. May be repeated to a maximum of 4 hours in separate terms if topics vary. 	Priority given to students in the MAEUS and EUC FLAS Fellowship programs, other graduate students welcome by permission of the instructors.	2 hours	
Spring	2024	EURO	The EU in a Global Context	502	Introduces students to the role of the EU in international affairs. May be repeated in separate terms to a maximum of 8 hours.		4 hours	
Spring	2024	EURO	Directed Ind Study	590	May be repeated in the same term to a maximum of 6 hours. May be repeated in separate terms to a maximum of 12 hours. 	Consent of instructor.	1 TO 6 hours	
Spring	2024	EURO	Thesis Research	599	To carry out work on the MA in European Union Studies. Approved for S/U grading only. May be repeated in separate terms to a maximum of 8 graduate hours. 	EURO 501 and EURO 502.	0 TO 8 hours	
Spring	2024	FAA	Exploring Arts and Creativity	110	High and street art, tradition and experimentation, the familiar and unfamiliar, international and American creativity provide this course's foundation. Students will attend performances and exhibitions, interact with artists, and examine core issues associated with the creative process in our increasingly complex global society. Faculty from the arts, sciences, humanities, and other domains will lead students through visual arts, music, dance, and theatre experiences at Krannert Center and Krannert Art Museum to spark investigation and dialogue.		3 hours	Humanities – Lit & Arts
Spring	2024	FAA	Undergraduate Open Seminar	199	Various special topics in Fine and Applied Arts. See class schedule for offerings. Additional fees may apply. See Class Schedule. Approved for Letter and S/U grading. May be repeated in the same or separate semesters to a maximum of 6 hours if topics vary; some restrictions may apply.		0 TO 3 hours	
Spring	2024	FAA	Black Arts Today	201	"A global course in theorizing Black cultural expression. It surveys artistic and cultural responses to types of racism (racial formations), modes of Black resistance and resiliency, and expressions of Black liberation and self-determination. Topics range from Spirituals, Gospel, and ""ring-shouts"" to Western classical music, ballet and modern dance; from Blues, Jazz, and Hip-Hop to African-inspired architecture and Blues tropes embedded in urban and regional segregationist planning; and from the lineage of Black Art + Design to the power of place of the Black Metropolis. As such, the course attends to the geographies of place and ontologies of time, i.e., moments formed from the intersection of Black social movements against white supremacy and Black reimagining of what it means to be human. Through a series of engagements with faculty-artists and researchers in the College of Fine & Applied Arts, Black Arts Today explores the practice and speculative spaces (imaginaries) in which FAA artists-instructors-researchers engage Black Arts or transmit Blackness to the arts."		3 hours	Cultural Studies - US Minority,Humanities – Lit & Arts
Spring	2024	FAA	Artsful Teaching through Integ	202	Designed to provide elementary education majors with a philosophical and practical basis for integrating the arts [including visual art, music, & dance] in public schools. Lecture, discussion, arts practices and class activities will focus on the ever expanding role of the arts in children's lives and the role of the teacher in nurturing artistic expressions through the development of skills, processes, and the various knowledges of the multi-modalities of the arts. Additional fees may apply. See Class Schedule. 	Completion of applicable Teacher Licensure Gateway requirements. Contact College of Education for further information. Admission to the Elementary Teacher Education Program.	3 hours	
Spring	2024	FAA	FAA Study Abroad	299	Provides campus credit for foreign study and/or travel. A detailed proposal for study abroad must be submitted for approval by the appropriate committee of the department in which the student is studying and the college dean's office prior to such study abroad. Final determination of credit and its application toward the degree is made after a review of the student's work abroad by the above committee and college office. (summer session, 0 to 6 undergraduate hours). Approved for Letter and S/U grading. May be repeated to a maximum of 36 hours. 	Approval of the student's proposal by the departmental committee and the college office.	0 TO 18 hours	
Spring	2024	FAA	Making Sustainable Design	330	Introduction to techniques and tools for representing and realizing sustainable design ideas. Using a case study method, students are introduced to digital and analog means of representing concepts, data, and spatial forms. Through hands-on assignments, tutorials, and workshops, students learn basic skills to express ideas graphically and in three dimensions. 	ARCH 171 and ARTD 225 or ARCH 172 or LA 280. Restricted to majors.	5 hours	
Spring	2024	FAA	Sustainable Design Internship	398	Supervised field experience in a full-time or part-time internship position related to the field of Sustainable Design. Designed to introduce students to professional employment and actual practice. Full documentation and approval of internship activities required. Approved for S/U grading only. May be repeated in separate terms to a maximum of three times. 	For Sustainable Design majors only. Registration only with instructor permission (sustaindesign@illinois.edu).	0 hours	
Spring	2024	FAA	Capstone Studio	431	In design studio format, students work on capstone projects for the Bachelor of Science in Sustainable Design degree. Students receive regular feedback and critique throughout the semester in the form of desk critiques, pin-ups, and formal reviews with Illinois Faculty and guests from other institutions. 5 undergraduate hours. No graduate credit. 	FAA 430. Limited to undergraduate majors.	5 hours	
Spring	2024	FAA	Special Problems in Sustainable Design	491	Directed independent creative activity or research. 1 to 4 undergraduate hours. No graduate credit. May be repeated to a maximum of 6 hours. 	3.3 GPA minimum required to enroll. A contract must be completed & approved. Consent of instructor and faculty administrator for Sustainable Design. Junior standing in Sustainable Design.	1 TO 4 hours	
Spring	2024	FAA	Crip* Research Internship	497	Supervised experience designed for creative and interdisciplinary research projects led by faculty in the College of Fine and Applied Arts. 0 to 4 undergraduate hours. 0 to 4 graduate hours. Approved for Letter and S/U grading. May be repeated in separate terms to a maximum of six (6) hours. 	Instructor permission required.	0 TO 4 hours	
Spring	2024	FAA	Cripistemology and the Arts Seminar	550	Crip*- Cripistemology and the Arts (Crip*) is a practice based creative research project and transdisciplinary initiative focused on how knowledge produced via Crip/Disabled experience can shape and change how we approach our respective mediums. Courses will explore specializations within the Crip* discipline and include attending lectures, screenings, workshops and performances outside of class time. Subjects include Crip* Temporalities: Crip/Disabled Embodiment and Time-Based Praxes, deaf*: Art and Communication, and Crip* Collaboration: Experiments in Crip/Disabled Cultural Formations. 4 graduate hours. No professional credit. Approved for Letter and S/U grading. May be repeated in separate terms to a maximum of 12 graduate hours.		4 hours	
Spring	2024	FAA	Crip* Graduate Directed Research	597	Directed research project or creative project in the area of Cripistemology and the Arts. 1 to 4 graduate hours. No professional credit. Approved for Letter and S/U grading. May be repeated in separate terms to a maximum of eight (8) hours. 	Instructor approval required. Restricted to graduate students in good standing.	1 TO 4 hours	
Spring	2024	FIN	Undergraduate Open Seminar	199	Approved for letter and S/U grading. Course may be repeated for credit.		0 TO 5 hours	
Spring	2024	FIN	Corporate Finance	221	Introductory study of corporate financial management, in particular how the financial manager's choices add value to shareholder wealth through investment financing and operating decisions. 	Completion of ECON 102 or ECON 103.	3 hours	
Spring	2024	FIN	Introduction to Insurance	230	Introductory course on the role of insurance in society; covers insurance terminology, common personal insurance policies (auto, health, life and homeowners) and current issues.		3 hours	
Spring	2024	FIN	Fundamentals of Real Estate	241	A survey of real estate finance, appraisal, investment, law, brokerage, management, development and economics. Special attention is given to the analysis of aggregate real estate and mortgage markets, to the individual transactions within these markets, and to the legal and institutional factors which affect these markets. 	ECON 102.	3 hours	
Spring	2024	FIN	Financial Markets	300	Theory and applications associated with the functioning of financial markets to include the conceptual foundations of portfolio theory, risk management, and asset valuation. The stock, money, bond, mortgage, and futures and options markets are examined. 	FIN 221.	3 hours	
Spring	2024	FIN	Advanced Corporate Finance	321	Theories of firms' investment and financing decisions are covered. Topics include dividend policy, capital budgeting, capital structure, bankruptcy, long- term debt and leasing decisions. 	FIN 300.	3 hours	
Spring	2024	FIN	Entrepreneurship through Acquisition	380	Focuses on the process involved in Entrepreneurship through Acquisition, i.e., acquiring and growing an existing small business. The course will be combination of lectures and presentations by invited speakers, including research professionals, bankers, accountants, and attorneys specializing in small company deals, business brokers, PE and VC professionals, and entrepreneurs who have bought a small business or are in the process of buying a small business. Credit not given toward graduation if the student has received credit for FIN 490, CRN 69357, Section ETA. 	Restricted to Undergrad students with Junior and Senior class standing.	2 hours	
Spring	2024	FIN	Finance Academy	390	The Finance Academy is an enrichment program for outstanding undergraduate Finance majors. A select program that focuses on developing future business leaders via enhanced academic and career opportunities. Students are normally invited to participate by the faculty during their junior year, when they are enrolled in FIN 300. If inducted, students participate throughout their junior and senior years. Approved for letter and S/U grading. May be repeated in separate terms. Course will not satisfy Finance major requirements. 	Induction into the Finance Academy.	1 hours	
Spring	2024	FIN	Investment Banking Academy	391	A diversified curriculum designed to prepare students for a successful career in investment banking; course incorporates peer mentorship, guest lectures (from bankers, accountants, private equity associates and hedge fund analysts), a case competition and a field trip. Course will not satisfy Finance major requirements. May be repeated for a maximum of 6 hours in separate terms. 	Admission by application only.	1 hours	
Spring	2024	FIN	Investment Management Academy	392	Overview of security analysis with the objective of how to value an investment proposition for inclusion in a portfolio of securities managed by students in the class. Focus will be in areas of fundamental securities analysis with the emphasis on equity valuation. Course will not satisfy Finance major requirements. May be repeated to a maximum of 6 hours in separate terms. 	Admission by application only. Primarily for Finance majors with sophomore standing or above who show interest in pursuing their CFA credential.	1 hours	
Spring	2024	FIN	Risk Management Academy	393	The Risk Management Academy is an enrichment program for outstanding undergraduates from across campus. The nature of risk management requires a knowledge base that includes majors from a number of colleges and departments including Finance, Actuarial Science, Atmospheric Sciences, Financial Planning, Engineering, Math and Statistics. RMA provides a select program that focuses on developing future business leaders in risk management via enhanced academic and career opportunities. Students are normally invited to participate by the faculty during their freshman or sophomore year, when they are enrolled in FIN 230 and other basic RM courses. If inducted/accepted, students participate throughout their sophomore, junior and senior years. Approved for Letter and S/U grading. May be repeated in separate terms to a maximum of 8 hours. 	Acceptance into the Risk Management Academy. Restricted to students accepted in the Risk Management Academy.	1 hours	
Spring	2024	FIN	Women in Finance Academy	394	Given the unique challenges women face in the business world, this course provides the tools for women to thrive in careers in finance. The course includes a mentoring program, soft and technical skills development, panel discussions with women leaders, and networking opportunities. Admission by application process in the prior semester. May be repeated in separate terms. 	Instructor approval required. Students accepted into the Academy will be allowed to participate in their Freshman, Sophomore, Junior, and Senior years.	1 hours	
Spring	2024	FIN	Investment & Portfolio Mngt	411	Current theories of portfolio management are covered in considerable detail to provide a conceptual framework for the evaluation of investment strategies. Applications and implementation are covered in depth, including performance evaluation and international diversification. 3 undergraduate hours. No graduate credit. 	FIN 300.	3 hours	
Spring	2024	FIN	Options and Futures Markets	412	Introduction of options and futures markets for financial assets; examination of institutional aspects of the markets; theories of pricing; discussion of simple as well as complicated trading strategies (arbitrage, hedging and spread); applications for asset and risk management. 3 undergraduate hours. No graduate credit. 	FIN 300 or consent of instructor.	3 hours	
Spring	2024	FIN	Fixed Income Portfolios	415	Conceptual foundations and implementation of strategies for the selection, evaluation, and revision of portfolios of fixed-income financial assets (bonds). 3 undergraduate hours. No graduate credit. 	FIN 321.	3 hours	
Spring	2024	FIN	Financial Modeling	418	The objective is to learn the fundamentals and practice building financial models using Microsoft Excel. By the end of the term, each student should be able to develop an understanding of any financial relationship and build that financial relationship into a model using the built-in functions of Excel. Financial modeling, by definition, requires significant work outside of the classroom. Models are introduced, demonstrated, and reviewed in class, but each student is expected to research and collect date, and to construct the models, prior to each week's class meeting. 3 undergraduate hours. 3 graduate hours. 	FIN 300 and FIN 321, or consent of instructor.	3 hours	
Spring	2024	FIN	Real Client Managed Portfolios	419	Applies academic topics on financial markets, security analysis/valuation and portfolio management to hands-on investment management. Students will form and review objectives, constraints, and investment policy as it relates to the client's money under management. They will purchase securities, monitor performance of the portfolio, and make recommendations for any adjustments to the holdings. They will be fully educated and responsible to the fiduciary and ethical standards of professional money management as guided by the CFA Institute. 3 undergraduate hours. No graduate credit. May be repeated to a maximum of 9 hours. 	FIN 321 or consent of instructor.	3 hours	
Spring	2024	FIN	Entrepreneurial Finance	423	The study of the financial side of entrepreneurial firms, including alternative methods of organization, sources of financing, use of financial statements as a management tool, financial planning, valuation methods, and exit strategies, all from the perspective of an owner, CEO or CFO. 3 undergraduate hours. 3 or 4 graduate hours. 	FIN 300 or consent of instructor.	3 OR 4 hours	
Spring	2024	FIN	Managing Market Risks for Financial Institutions	432	Covers management of tradable financial market risks in the context of financial institutions which incur these risks through their operations, product offerings, assets, and liabilities. We examine the models and methods in practice to measure and manage interest rate, equity, credit, and other market risks with a focus on using financial derivatives such as futures, swaps, and options. Course is applications-oriented with heavy emphasis on numerical modeling. 3 undergraduate hours. No graduate credit. 	FIN 300.	3 OR 4 hours	
Spring	2024	FIN	Employee Benefit Plans	434	Studies the purpose, structure, and financial aspects of employee benefit plans, including pensions, health insurance, life insurance, and disability plans. 3 undergraduate hours. No graduate credit. 	FIN 300 or consent of instructor.	3 hours	
Spring	2024	FIN	Personal Wealth Management	435	Studies personal wealth management techniques with an emphasis on life insurance products; covers life insurance policies, annuities, trusts, buy-sell arrangements, investing in stocks, bonds and mutual funds, banking and barrowing, purchasing residential and commercial real estate, income and estate taxation and management of personal financial portfolio. 3 undergraduate hours. No graduate credit. 	FIN 300.	3 hours	
Spring	2024	FIN	Legal Issues in Real Estate	443	Overview of legal concepts, issues, and principles involving real estate. 3 undergraduate hours. 3 or 4 graduate hours. 	Junior standing or consent of instructor.	3 OR 4 hours	
Spring	2024	FIN	Real Estate Investment	445	An approach to the evaluation of real estate investment opportunities. Begins with the identification of the investor's goals and ends with an investment decision. Considers legal, physical, locational, and financial constraint, aggregate real estate and financial markets, tax considerations and investment criteria. 3 undergraduate hours. No graduate credit. 	FIN 300 or consent of the instructor, FIN 241 is recommended but not required.	3 hours	
Spring	2024	FIN	Real Estate Financial Markets	446	Discusses real estate financing techniques and the secondary market for real estate financial assets including residential and commercial mortgage-backed securities (RMBS and CMBS). 3 undergraduate hours. No graduate credit. 	FIN 300 or consent of instructor, FIN 241 is recommended but not required.	3 hours	
Spring	2024	FIN	Banking and Financial Regulation	461	Survey of the structure, functions, regulation, and risk management activities of banks and nonbank financial institutions; central banking and monetary policy effects on financial institutions. 3 undergraduate hours. No graduate credit. 	FIN 300 or consent of instructor.	3 hours	
Spring	2024	FIN	Investment Banking	463	The mechanics of financial statement analysis and ratio analysis; development of investment banking/corporate finance valuation models (including DCF, leveraged buyout and merger models) in order to determine the intrinsic value of companies and price investment banking deals. 3 undergraduate hours. No graduate credit. 	FIN 300 (FIN 300 is waived if student is admitted to FIN 391 IBA). Priority to finance majors.	3 hours	
Spring	2024	FIN	Applied Financial Analysis	464	Provides key building blocks necessary for many careers in finance. Designed to provide a practical approach to analyzing and interpreting complex financial statements to make decisions from a range of user perspectives, including investment banks, equity investors and commercial banks. Advanced financial analysis and forecasting will be applied through assignments and casework. There will be an emphasis on business writing skills commonly applied by finance professionals. 3 undergraduate hours. 4 graduate hours. Credit is not given for FIN 464 and FIN 490 CRNs 57268 and 57353. 	ACCY 201. Priority given to finance majors.	3 OR 4 hours	
Spring	2024	FIN	Special Topics in Finance	490	Lectures and discussions relating to new areas of interest. See class schedule for topics and prerequisites. 1 to 3 undergraduate hours. No graduate credit. May be repeated in the same term or subsequent terms to a maximum of 3 undergraduate hours or 4 graduate hours. Credit is not given for FIN 490 CRNs 57268 and 57353 and FIN 464. Course will not satisfy Finance major requirements. 	FIN 300 or consent of instructor.	1 TO 3 hours	
Spring	2024	FIN	Senior Research	494	Research and reading course for students concentrating in finance, insurance, urban land economics, or related areas who meet one of the following requirements: (1) have a cumulative grade-point average of 3. 0 or better; (2) have attained Honors Day recognition in the junior year; or (3) have consent of instructor. May be taken by students in the college honors program in partial fulfillment of the honors requirements. 2 to 4 undergraduate hours. No graduate credit. May be repeated as topics vary. 	Senior standing.	2 TO 4 hours	
Spring	2024	FIN	Senior Research	495	Research and reading course for students concentrating in finance, insurance, urban land economics, or related areas. May be taken by students in the college honors program in partial fulfillment of the honors requirements. 2 to 4 undergraduate hours. No graduate credit. 	Senior standing; and cumulative grade-point average of 3.0 or better, Honors Day recognition in the junior year, or consent of instructor.	2 TO 4 hours	
Spring	2024	FIN	Introduction to Finance	500	Introduction to financial management and decision making. A customized course, designed to provide a survey of finance for graduate students who do not necessarily have previous training in the disciplines. Different sections of the course will cover different sets of topics. 	Graduate standing or consent of department.	2 OR 4 hours	
Spring	2024	FIN	Financial Economics	501	A firm's long-run value ultimately depends on its business fundamentals. This course covers micro- and macro-economic drivers of such fundamentals, such as consumer demand, market competitiveness, government regulation, interest rates, business cycles, and monetary policy. Also includes topics in risk and intertemporal decision-making. 2 or 4 graduate hours. No professional credit.		2 OR 4 hours	
Spring	2024	FIN	Quantitative Finance	502	Quantitative methods used for financial decision making. Topics include elements of statistics, mathematics, and specific analytical tools used in the study and practice of finance. Approved for letter or S/U grading. May be repeated in the same or separate terms to a maximum of 4 hours. Material may be split into two 8-week 2-hour modules, either across semesters or within the same semester; if so, credit is not given for taking the same half twice. 	Graduate standing.	2 OR 4 hours	
Spring	2024	FIN	Quantitative Finance II	503	This course covers topics in time series analysis with an emphasis on applications. It is intended to prepare MSF students for more advanced courses in finance. This course provides some basic knowledge of financial time series data. It also introduces models and methods widely used by academics and practitioners. The purpose of this course is to understand proper use and limitations of econometric methods in applied time series analysis. 2 graduate hours. No professional credit. Credit is not given for FIN 503 and FIN 580: Section QM2, (68387). This course covers topics in time series analysis with an emphasis on applications. It is intended to prepare MSF students for more advanced courses in finance. This course provides some basic knowledge of financial time series data. It also introduces models and methods widely used by academics and practitioners. The purpose of this course is to understand proper use and limitations of econometric methods in applied time series analysis. 	FIN 580 Section Q1M.	2 hours	
Spring	2024	FIN	Accounting for Financial Analysis	504	This course will develop an understanding of the most fundamental accounting concepts and provide key building blocks necessary for intermediate and advanced financial statement analysis. It is designed to provide a basic but practical application of financial analyses commonly performed by industry professionals. 2 graduate hours. No professional credit. Credit is not given for FIN 504 and FIN 580 (58811), Section FS.		2 hours	
Spring	2024	FIN	Investments	511	Introduction to investment analysis, including the theory and implementation of portfolio theory; empirical evidence on the performance of financial assets; evaluation of portfolio investment strategies; and the extension of diversification to international markets. 	FIN 520; or MBA 505 - Section G (Finance II); or consent of instructor.	2 OR 4 hours	
Spring	2024	FIN	Financial Derivatives	512	Introduction to options, futures, swaps and other derivative securities; examination of institutional aspects of the markets; theories of pricing; discussion of simple as well as complicated trading strategies (arbitrage, hedging, and spread); applications for asset and risk management. 	FIN 520; or MBA 505 - Section G (Finance II); or consent of instructor.	4 hours	
Spring	2024	FIN	Applications of Financial Engineering	513	Provides an introduction to modern techniques for pricing options, swaps, and related financial instruments; the use of such instruments in managing financial risk; and the measurement and management of their risks. 	FIN 520; or MBA 505 - Section G (Finance II); or consent of instructor.	4 hours	
Spring	2024	FIN	Valuation of Complex Derivative Securities	514	Presents the main ideas and techniques of modern option pricing theory, including: the Black-Scholes-Merton analysis; risk-neutral probabilities and the probabilistic solution; numerical techniques for computing option prices; an introduction to term structure modeling; and perhaps other topics, at the discretion of the instructor. 	Prior or concurrent registration in FIN 513 or consent of instructor.	4 hours	
Spring	2024	FIN	Fixed Income Portfolios	515	Conceptual foundations and implementation of strategies for the selection, evaluation, and revision of portfolios of fixed-income financial assets (bonds); examination of related research. 	FIN 520; or MBA 505 - Section G (Finance II); or consent of instructor.	2 OR 4 hours	
Spring	2024	FIN	Financial Modeling	518	The objective is to learn the fundamentals and practice building financial models using Microsoft Excel. By the end of the term, each student should be able to develop an understanding of any financial relationship and build that financial relationship into a model using the built-in function of Excel. Financial modeling, by definition, requires significant work outside of the classroom. Models are introduced, demonstrated, and reviewed in class, but each student is expected to research and collect data, and to construct the models, prior to each week's class meeting. 	MSF students only.	4 hours	
